STRM,SUBJECT,CATALOG_NBR,PU_EVAL_CATEGORY,CRSE_ID,PU_EVAL_MEAN
1142,NES,353,Readings,12496,4.83
1142,NES,353,Overall Quality of the Course,12496,4.83
1142,NES,353,Feedback for other students:,12496,4.75
1142,HIS,438,Seminars,12499,4.83
1142,HIS,438,Papers; Reports; Problem Sets; Examinations,12499,4.33
1142,CHM,500B,Readings,11470,3.5
1142,CHM,500B,Overall Quality of the Course,11470,3
1142,CHM,500B,Feedback for other students:,11470,4
1142,GEO,503,Lectures,11476,4.04
1142,GEO,503,Papers; Reports; Problem Sets; Examinations,11476,3.5
1142,GEO,503,Readings,11476,3.14
1142,GEO,503,Overall Quality of the Course,11476,3.13
1142,GEO,503,Feedback for other students:,11476,3.5
1142,LIN,217,Lectures,11482,3.77
1142,LIN,217,Papers; Reports; Problem Sets; Examinations,11482,3.61
1142,LIN,217,Readings,11482,3.87
1142,LIN,217,Precepts,11482,3.69
1142,LIN,217,Overall Quality of the Course,11482,3.81
1142,LIN,217,Feedback for other students:,11482,3.94
1142,WRI,198,Techniques & Strategies,11506,4.1
1142,WRI,198,Quality of Experience,11506,3.84
1142,WRI,199,Techniques & Strategies,11507,4.67
1142,WRI,199,Quality of Experience,11507,4.73
1142,HIS,379,Lectures,11577,4.12
1142,HIS,379,Papers; Reports; Problem Sets; Examinations,11577,3.74
1142,HIS,379,Readings,11577,3.68
1142,HIS,379,Precepts,11577,4.05
1142,HIS,379,Overall Quality of the Course,11577,4.06
1142,HIS,379,Feedback for other students:,11577,4.29
1142,MUS,319,Seminars,11589,3.75
1142,MUS,319,Papers; Reports; Problem Sets; Examinations,11589,3
1142,MUS,319,Readings,11589,3.33
1142,MUS,319,Overall Quality of the Course,11589,4
1142,MUS,319,Feedback for other students:,11589,4
1142,POL,386,Lectures,11597,4.09
1142,POL,386,Papers; Reports; Problem Sets; Examinations,11597,4.11
1142,POL,386,Readings,11597,4.06
1142,POL,386,Precepts,11597,3.9
1142,POL,386,Overall Quality of the Course,11597,4.38
1142,POL,386,Feedback for other students:,11597,4.6
1142,PSY,402,Seminars,11605,3.95
1142,PSY,402,Papers; Reports; Problem Sets; Examinations,11605,4.15
1142,PSY,402,Readings,11605,4.2
1142,PSY,402,Overall Quality of the Course,11605,4.37
1142,PSY,402,Feedback for other students:,11605,4.5
1142,HIS,501,Seminars,11638,4.75
1142,HIS,501,Papers; Reports; Problem Sets; Examinations,11638,4.75
1142,HIS,501,Readings,11638,4.75
1142,HIS,501,Overall Quality of the Course,11638,4.63
1142,HIS,501,Feedback for other students:,11638,5
1142,HIS,523,Seminars,11639,4.5
1142,HIS,523,Papers; Reports; Problem Sets; Examinations,11639,3.71
1142,HIS,523,Readings,11639,4.63
1142,HIS,523,Overall Quality of the Course,11639,4.5
1142,HIS,523,Feedback for other students:,11639,4.75
1142,ENG,396,Seminars,11684,4.55
1142,ENG,396,Papers; Reports; Problem Sets; Examinations,11684,4.27
1142,ENG,396,Readings,11684,4.45
1142,ENG,396,Overall Quality of the Course,11684,4.55
1142,ENG,396,Feedback for other students:,11684,4.55
1142,CEE,568,Lectures,11691,4.56
1142,CEE,568,Papers; Reports; Problem Sets; Examinations,11691,4.33
1142,CEE,568,Readings,11691,4.33
1142,CEE,568,Overall Quality of the Course,11691,4.56
1142,CEE,568,Feedback for other students:,11691,4.89
1142,HIS,582,Seminars,11692,5
1142,HIS,582,Papers; Reports; Problem Sets; Examinations,11692,5
1142,HIS,582,Readings,11692,5
1142,HIS,582,Overall Quality of the Course,11692,5
1142,HIS,582,Feedback for other students:,11692,5
1142,ART,260,Lectures,11713,4
1142,ART,260,Papers; Reports; Problem Sets; Examinations,11713,3.38
1142,ART,260,Readings,11713,3.63
1142,ART,260,Precepts,11713,3.88
1142,ART,260,Overall Quality of the Course,11713,3.75
1142,ART,260,Feedback for other students:,11713,4
1142,COM,239,Lectures,11718,4.5
1142,COM,239,Papers; Reports; Problem Sets; Examinations,11718,4.5
1142,COM,239,Readings,11718,4.63
1142,COM,239,Precepts,11718,4.5
1142,COM,239,Overall Quality of the Course,11718,4.75
1142,COM,239,Feedback for other students:,11718,4.88
1142,ELE,381,Lectures,11724,4.38
1142,ELE,381,Papers; Reports; Problem Sets; Examinations,11724,3.75
1142,ELE,381,Readings,11724,4
1142,ELE,381,Overall Quality of the Course,11724,4
1142,ELE,381,Feedback for other students:,11724,4.57
1142,ENG,221,Lectures,11725,2.73
1142,ENG,221,Papers; Reports; Problem Sets; Examinations,11725,3.55
1142,ENG,221,Readings,11725,2.86
1142,ENG,221,Precepts,11725,3.84
1142,ENG,221,Overall Quality of the Course,11725,3.05
1142,ENG,221,Feedback for other students:,11725,3.64
1142,FRE,375,Classes,11729,4.63
1142,FRE,375,Papers; Reports; Problem Sets; Examinations,11729,4
1144,MOL,350,Laboratories,882,4.2
1144,MOL,350,Overall Quality of the Course,882,3.14
1144,MOL,350,Feedback for other students:,882,3.31
1144,MOL,523,Lectures,904,4.7
1144,MOL,523,Papers; Reports; Problem Sets; Examinations,904,4.44
1144,MOL,523,Readings,904,4.27
1144,MOL,523,Overall Quality of the Course,904,4.73
1144,MOL,523,Feedback for other students:,904,4.67
1144,MOL,541,Seminars,913,3.8
1144,MOL,541,Papers; Reports; Problem Sets; Examinations,913,4
1144,MOL,541,Readings,913,4
1144,MOL,541,Overall Quality of the Course,913,4
1144,MOL,541,Feedback for other students:,913,4
1144,MOL,561,Seminars,926,2.56
1144,MOL,561,Papers; Reports; Problem Sets; Examinations,926,3.33
1144,MOL,561,Readings,926,2.67
1144,MOL,561,Overall Quality of the Course,926,2.44
1144,MOL,561,Feedback for other students:,926,3.11
1144,CHM,202,Lectures,976,3.72
1144,CHM,202,Papers; Reports; Problem Sets; Examinations,976,3.16
1144,CHM,202,Readings,976,3.16
1144,CHM,202,Classes,976,3.9
1144,CHM,202,Laboratories,976,3.87
1144,CHM,202,Overall Quality of the Course,976,3.28
1144,CHM,202,Feedback for other students:,976,3.51
1144,CHM,215,Lectures,983,2.91
1144,CHM,215,Papers; Reports; Problem Sets; Examinations,983,3.62
1144,CHM,215,Readings,983,3.29
1144,CHM,215,Classes,983,4.78
1144,CHM,215,Laboratories,983,4.17
1144,CHM,215,Overall Quality of the Course,983,3.48
1144,CHM,215,Feedback for other students:,983,3.78
1144,CHM,304,Lectures,988,4.59
1144,CHM,304,Papers; Reports; Problem Sets; Examinations,988,4.06
1144,CHM,304,Readings,988,3.75
1144,CHM,304,Classes,988,4.52
1144,CHM,304,Laboratories,988,4.45
1144,CHM,304,Overall Quality of the Course,988,4.25
1144,CHM,304,Feedback for other students:,988,4.12
1144,CHM,304B,Lectures,990,3.96
1144,CHM,304B,Papers; Reports; Problem Sets; Examinations,990,3.42
1144,CHM,304B,Readings,990,3.17
1144,CHM,304B,Classes,990,3.9
1144,CHM,304B,Laboratories,990,4.43
1144,CHM,304B,Overall Quality of the Course,990,3.72
1144,CHM,304B,Feedback for other students:,990,3.77
1144,CHM,306,Lectures,993,3.58
1144,CHM,306,Papers; Reports; Problem Sets; Examinations,993,3.83
1144,CHM,306,Readings,993,2.75
1144,CHM,306,Classes,993,4.83
1144,CHM,306,Overall Quality of the Course,993,3.75
1144,CHM,306,Feedback for other students:,993,3.64
1144,CHM,408,Lectures,995,4.22
1144,CHM,408,Papers; Reports; Problem Sets; Examinations,995,3.17
1144,CHM,408,Readings,995,3.5
1144,CHM,408,Precepts,995,3.89
1144,CHM,408,Overall Quality of the Course,995,3.83
1144,CHM,408,Feedback for other students:,995,4
1144,CHM,333,Lectures,997,3.69
1144,CHM,333,Papers; Reports; Problem Sets; Examinations,997,3.93
1144,CHM,333,Readings,997,4.21
1144,CHM,333,Classes,997,4.2
1144,CHM,333,Overall Quality of the Course,997,3.87
1144,CHM,333,Feedback for other students:,997,4
1144,CHM,406,Lectures,1004,2.38
1144,CHM,406,Papers; Reports; Problem Sets; Examinations,1004,2.63
1144,CHM,406,Readings,1004,4.13
1144,CHM,406,Overall Quality of the Course,1004,2.86
1144,CHM,406,Feedback for other students:,1004,3.13
1144,CHM,502,Lectures,1008,3
1144,CHM,502,Papers; Reports; Problem Sets; Examinations,1008,3.75
1144,CHM,502,Readings,1008,3.25
1144,CHM,502,Overall Quality of the Course,1008,3.25
1144,CHM,502,Feedback for other students:,1008,3.33
1144,CHM,524,Lectures,1029,4.09
1144,CHM,524,Papers; Reports; Problem Sets; Examinations,1029,4.3
1144,CHM,524,Readings,1029,4
1144,CHM,524,Overall Quality of the Course,1029,4.18
1144,CHM,524,Feedback for other students:,1029,4.09
1144,CHM,532,Lectures,1033,4.38
1144,CHM,532,Papers; Reports; Problem Sets; Examinations,1033,3.8
1144,CHM,532,Readings,1033,3.76
1144,CHM,532,Overall Quality of the Course,1033,4.25
1144,CHM,532,Feedback for other students:,1033,4.6
1144,CHM,534,Lectures,1035,4.44
1144,FRE,108,Overall Quality of the Course,2854,3.88
1144,FRE,108,Feedback for other students:,2854,4.16
1144,FRE,207,Classes,2859,3.6
1144,CHM,534,Overall Quality of the Course,1035,4.63
1144,CHM,534,Feedback for other students:,1035,4.75
1144,CHM,536,Lectures,1037,3.38
1144,CHM,536,Papers; Reports; Problem Sets; Examinations,1037,2.58
1144,CHM,536,Readings,1037,2.91
1144,CHM,536,Overall Quality of the Course,1037,2.83
1144,CHM,536,Feedback for other students:,1037,3.33
1144,CHM,544,Lectures,1045,4.04
1144,CHM,544,Papers; Reports; Problem Sets; Examinations,1045,3.62
1144,CHM,544,Readings,1045,3.64
1144,CHM,544,Overall Quality of the Course,1045,3.69
1144,CHM,544,Feedback for other students:,1045,4
1144,CHI,102,Classes,1065,4.69
1144,CHI,102,Papers; Reports; Problem Sets; Examinations,1065,4.33
1144,CHI,102,Readings,1065,4.35
1144,CHI,102,Language,1065,4.86
1144,CHI,102,Overall Quality of the Course,1065,4.81
1144,CHI,102,Feedback for other students:,1065,4.76
1144,CHI,107,Classes,1068,4.35
1144,CHI,107,Papers; Reports; Problem Sets; Examinations,1068,3.96
1144,CHI,107,Readings,1068,3.96
1144,CHI,107,Language,1068,4.36
1144,CHI,107,Overall Quality of the Course,1068,4.24
1144,CHI,107,Feedback for other students:,1068,4.45
1144,CHI,108,Classes,1069,4.29
1144,CHI,108,Papers; Reports; Problem Sets; Examinations,1069,4
1144,CHI,108,Readings,1069,3.5
1144,CHI,108,Language,1069,4.43
1144,CHI,108,Overall Quality of the Course,1069,4.21
1144,CHI,108,Feedback for other students:,1069,4.36
1144,CLA,208,Lectures,1089,4.67
1144,CLA,208,Papers; Reports; Problem Sets; Examinations,1089,3.76
1144,CLA,208,Readings,1089,3.31
1144,CLA,208,Precepts,1089,4.14
1144,CLA,208,Overall Quality of the Course,1089,4.27
1144,CLA,208,Feedback for other students:,1089,4.47
1144,CLA,214,Lectures,1092,3.41
1144,CLA,214,Papers; Reports; Problem Sets; Examinations,1092,2.66
1144,CLA,214,Readings,1092,3.22
1144,CLA,214,Precepts,1092,4.16
1144,CLA,214,Overall Quality of the Course,1092,3.22
1144,CLA,214,Feedback for other students:,1092,3.39
1144,CLA,217,Lectures,1094,4.58
1144,CLA,217,Papers; Reports; Problem Sets; Examinations,1094,3.93
1144,CLA,217,Readings,1094,3.89
1144,CLA,217,Precepts,1094,4.21
1144,CLA,217,Overall Quality of the Course,1094,4.53
1144,CLA,217,Feedback for other students:,1094,4.53
1144,CLA,326,Classes,1104,4.8
1144,CLA,326,Papers; Reports; Problem Sets; Examinations,1104,4.4
1144,CLA,326,Readings,1104,4.2
1144,CLA,326,Overall Quality of the Course,1104,4.8
1144,CLA,326,Feedback for other students:,1104,4.8
1144,MSE,301,Lectures,1191,3.82
1144,MSE,301,Papers; Reports; Problem Sets; Examinations,1191,3.5
1144,MSE,301,Readings,1191,3.53
1144,MSE,301,Overall Quality of the Course,1191,3.63
1144,MSE,301,Feedback for other students:,1191,3.89
1144,MSE,504,Lectures,1196,4.17
1144,MSE,504,Papers; Reports; Problem Sets; Examinations,1196,4.83
1144,MSE,504,Readings,1196,4.2
1144,MSE,504,Overall Quality of the Course,1196,4.5
1144,MSE,504,Feedback for other students:,1196,4.4
1144,MSE,505,Lectures,1197,4.29
1144,MSE,505,Papers; Reports; Problem Sets; Examinations,1197,4.4
1144,MSE,505,Readings,1197,4.58
1144,MSE,505,Classes,1197,4.4
1144,MSE,505,Laboratories,1197,4.4
1144,MSE,505,Overall Quality of the Course,1197,4.43
1144,MSE,505,Feedback for other students:,1197,4.7
1144,CWR,202,Classes,1205,4.39
1144,CWR,202,Papers; Reports; Problem Sets; Examinations,1205,4.49
1144,CWR,202,Readings,1205,4.34
1144,CWR,202,Overall Quality of the Course,1205,4.47
1144,CWR,202,Feedback for other students:,1205,4.62
1144,CWR,204,Classes,1207,4.55
1144,CWR,204,Papers; Reports; Problem Sets; Examinations,1207,4.38
1144,CWR,204,Readings,1207,4.59
1144,CWR,204,Overall Quality of the Course,1207,4.53
1144,CWR,204,Feedback for other students:,1207,4.69
1144,CWR,206,Classes,1209,5
1144,CWR,206,Papers; Reports; Problem Sets; Examinations,1209,4.5
1144,CWR,206,Readings,1209,4.6
1144,CWR,206,Overall Quality of the Course,1209,4.5
1144,CWR,206,Feedback for other students:,1209,4.83
1144,CWR,302,Classes,1223,4.38
1144,CWR,302,Papers; Reports; Problem Sets; Examinations,1223,4.6
1144,CWR,302,Readings,1223,4.62
1144,CWR,302,Overall Quality of the Course,1223,4.46
1144,CWR,302,Feedback for other students:,1223,4.85
1144,CWR,304,Classes,1225,4.62
1144,CWR,304,Papers; Reports; Problem Sets; Examinations,1225,4.65
1144,CWR,304,Readings,1225,4.62
1144,CWR,304,Overall Quality of the Course,1225,4.68
1144,CWR,304,Feedback for other students:,1225,4.81
1144,EAS,331,Seminars,1267,4.83
1144,EAS,331,Papers; Reports; Problem Sets; Examinations,1267,4.33
1144,EAS,331,Readings,1267,4.33
1144,EAS,331,Overall Quality of the Course,1267,4.67
1144,EAS,331,Feedback for other students:,1267,4.83
1144,EAS,416,Seminars,1287,5
1144,EAS,416,Papers; Reports; Problem Sets; Examinations,1287,4.6
1144,EAS,416,Readings,1287,4.6
1144,EAS,416,Overall Quality of the Course,1287,4.8
1144,EAS,416,Feedback for other students:,1287,5
1144,ECO,101,Lectures,1380,3.53
1144,ECO,101,Papers; Reports; Problem Sets; Examinations,1380,3.37
1144,ECO,101,Readings,1380,3.82
1144,ECO,101,Classes,1380,3.62
1144,ECO,101,Overall Quality of the Course,1380,3.64
1144,ECO,101,Feedback for other students:,1380,4.03
1144,ECO,100,Lectures,1381,2.4
1144,ECO,100,Papers; Reports; Problem Sets; Examinations,1381,2.88
1144,ECO,100,Readings,1381,3.02
1144,ECO,100,Classes,1381,3.59
1144,ECO,100,Overall Quality of the Course,1381,2.67
1144,ECO,100,Feedback for other students:,1381,3.13
1144,ECO,202,Lectures,1386,3.66
1144,ECO,202,Papers; Reports; Problem Sets; Examinations,1386,3.34
1144,ECO,202,Readings,1386,3.31
1144,ECO,202,Classes,1386,3.22
1144,ECO,202,Overall Quality of the Course,1386,3.35
1144,ECO,202,Feedback for other students:,1386,3.7
1144,ECO,301,Lectures,1387,2.42
1144,ECO,301,Papers; Reports; Problem Sets; Examinations,1387,2.83
1144,ECO,301,Readings,1387,2.76
1144,ECO,301,Classes,1387,4.25
1144,ECO,301,Overall Quality of the Course,1387,2.62
1144,ECO,301,Feedback for other students:,1387,2.94
1144,ECO,311,Lectures,1390,4.38
1144,ECO,311,Papers; Reports; Problem Sets; Examinations,1390,3.58
1144,ECO,311,Readings,1390,3.33
1144,ECO,311,Classes,1390,3.67
1144,ECO,311,Overall Quality of the Course,1390,4.08
1144,ECO,311,Feedback for other students:,1390,4.23
1144,ECO,310,Lectures,1391,3.61
1144,ECO,310,Papers; Reports; Problem Sets; Examinations,1391,3.44
1144,ECO,310,Readings,1391,2.63
1144,ECO,310,Classes,1391,3.75
1144,ECO,310,Overall Quality of the Course,1391,3.46
1144,ECO,310,Feedback for other students:,1391,3.7
1144,ECO,313,Lectures,1395,3.89
1144,ECO,313,Papers; Reports; Problem Sets; Examinations,1395,3.81
1144,ECO,313,Readings,1395,3.46
1144,ECO,313,Classes,1395,4.43
1144,ECO,313,Overall Quality of the Course,1395,3.92
1144,ECO,313,Feedback for other students:,1395,4.33
1144,ECO,331,Lectures,1400,3
1144,ECO,331,Papers; Reports; Problem Sets; Examinations,1400,2.78
1144,ECO,331,Readings,1400,3.17
1144,ECO,331,Classes,1400,4.22
1144,ECO,331,Overall Quality of the Course,1400,3.1
1144,ECO,331,Feedback for other students:,1400,3.8
1144,ECO,363,Lectures,1404,3.15
1144,ECO,363,Papers; Reports; Problem Sets; Examinations,1404,3.27
1144,ECO,363,Readings,1404,3.25
1144,ECO,363,Classes,1404,3.86
1144,ECO,363,Overall Quality of the Course,1404,3.04
1144,ECO,363,Feedback for other students:,1404,3.4
1144,WWS,306,Lectures,1405,3.19
1144,WWS,306,Papers; Reports; Problem Sets; Examinations,1405,3.4
1144,WWS,306,Readings,1405,2.89
1144,WWS,306,Overall Quality of the Course,1405,3.44
1144,WWS,306,Feedback for other students:,1405,3.75
1144,ECO,465,Lectures,1406,4.06
1144,ECO,465,Papers; Reports; Problem Sets; Examinations,1406,3.89
1144,ECO,465,Readings,1406,3.83
1144,ECO,465,Classes,1406,4.22
1144,ECO,465,Overall Quality of the Course,1406,3.78
1144,ECO,465,Feedback for other students:,1406,3.67
1144,WWS,301,Lectures,1408,4.18
1144,WWS,301,Papers; Reports; Problem Sets; Examinations,1408,4
1144,WWS,301,Readings,1408,4.2
1144,WWS,301,Precepts,1408,3.31
1144,WWS,301,Overall Quality of the Course,1408,3.88
1144,WWS,301,Feedback for other students:,1408,4.07
1144,ECO,317,Lectures,1413,4.5
1144,ECO,317,Papers; Reports; Problem Sets; Examinations,1413,4.25
1144,ECO,317,Readings,1413,3.88
1144,ECO,317,Precepts,1413,4.63
1144,ECO,317,Overall Quality of the Course,1413,4.5
1144,ECO,317,Feedback for other students:,1413,4.25
1144,ECO,379,Lectures,1420,3.59
1144,ECO,379,Papers; Reports; Problem Sets; Examinations,1420,3.14
1144,ECO,379,Readings,1420,3.59
1144,ECO,379,Precepts,1420,3.88
1144,ECO,379,Overall Quality of the Course,1420,3.57
1144,ECO,379,Feedback for other students:,1420,3.86
1144,ECO,370,Lectures,1422,4.36
1144,ECO,370,Papers; Reports; Problem Sets; Examinations,1422,3.98
1144,ECO,370,Readings,1422,3.8
1144,ECO,370,Classes,1422,4.62
1144,ECO,370,Overall Quality of the Course,1422,4.37
1144,ECO,370,Feedback for other students:,1422,4.49
1144,ECO,502,Lectures,1436,3.65
1144,ECO,502,Papers; Reports; Problem Sets; Examinations,1436,3.42
1144,ECO,502,Readings,1436,3.5
1144,ECO,502,Precepts,1436,4.69
1144,ECO,502,Overall Quality of the Course,1436,3.62
1144,ECO,502,Feedback for other students:,1436,3.93
1144,ECO,504,Lectures,1438,4.21
1144,ECO,504,Papers; Reports; Problem Sets; Examinations,1438,4.09
1144,ECO,504,Readings,1438,3.58
1144,ECO,504,Precepts,1438,4
1144,ECO,504,Overall Quality of the Course,1438,4.25
1144,ECO,504,Feedback for other students:,1438,4.15
1144,ECO,512,Lectures,1441,4.5
1144,ECO,512,Papers; Reports; Problem Sets; Examinations,1441,4
1144,ECO,512,Readings,1441,4.2
1144,ECO,512,Overall Quality of the Course,1441,4.4
1144,ECO,512,Feedback for other students:,1441,4.8
1144,ECO,513,Lectures,1442,5
1144,ECO,513,Papers; Reports; Problem Sets; Examinations,1442,4.6
1144,ECO,513,Readings,1442,4.8
1144,ECO,513,Overall Quality of the Course,1442,4.8
1144,ECO,513,Feedback for other students:,1442,5
1144,ECO,518,Lectures,1447,4
1144,ECO,518,Papers; Reports; Problem Sets; Examinations,1447,3.83
1144,ECO,518,Readings,1447,3.8
1144,ECO,518,Precepts,1447,3
1144,ECO,518,Overall Quality of the Course,1447,3.83
1144,ECO,518,Feedback for other students:,1447,4
1144,ECO,522,Lectures,1451,4.5
1144,ECO,522,Papers; Reports; Problem Sets; Examinations,1451,4.2
1144,ECO,522,Readings,1451,4.2
1144,ECO,522,Overall Quality of the Course,1451,4.4
1144,ECO,522,Feedback for other students:,1451,4.6
1144,ECO,526,Lectures,1455,4.71
1144,ECO,526,Papers; Reports; Problem Sets; Examinations,1455,4
1144,ECO,526,Readings,1455,4
1144,ECO,526,Overall Quality of the Course,1455,4.43
1144,ECO,526,Feedback for other students:,1455,4.71
1144,ECO,532,Lectures,1457,3.93
1144,ECO,532,Papers; Reports; Problem Sets; Examinations,1457,3.25
1144,ECO,532,Readings,1457,3.8
1144,ECO,532,Overall Quality of the Course,1457,4
1144,ECO,532,Feedback for other students:,1457,4.17
1144,ECO,542,Lectures,1461,4.6
1144,ECO,542,Papers; Reports; Problem Sets; Examinations,1461,4.5
1144,ECO,542,Readings,1461,4.2
1144,ECO,542,Overall Quality of the Course,1461,4.6
1144,ECO,542,Feedback for other students:,1461,4.6
1144,ECO,554,Lectures,1464,4.6
1144,ECO,554,Papers; Reports; Problem Sets; Examinations,1464,4.2
1144,ECO,554,Readings,1464,4.4
1144,ECO,554,Overall Quality of the Course,1464,4.6
1144,ECO,554,Feedback for other students:,1464,4.8
1144,ECO,563,Lectures,1468,4.56
1144,ECO,563,Papers; Reports; Problem Sets; Examinations,1468,4.5
1144,ECO,563,Readings,1468,4.67
1144,ECO,563,Overall Quality of the Course,1468,4.75
1144,ECO,563,Feedback for other students:,1468,4.33
1144,POP,502,Lectures,1472,3.2
1144,POP,502,Papers; Reports; Problem Sets; Examinations,1472,3.8
1144,POP,502,Readings,1472,3
1144,POP,502,Overall Quality of the Course,1472,3.4
1144,POP,502,Feedback for other students:,1472,4
1144,ECO,581A,Seminars,1476,4
1144,ECO,581A,Papers; Reports; Problem Sets; Examinations,1476,0
1144,ECO,581A,Readings,1476,0
1144,ECO,581A,Overall Quality of the Course,1476,4
1144,ECO,581A,Feedback for other students:,1476,5
1144,ECO,581C,Seminars,1478,4.86
1144,ECO,581C,Papers; Reports; Problem Sets; Examinations,1478,5
1144,ECO,581C,Readings,1478,5
1144,ECO,581C,Overall Quality of the Course,1478,4.83
1144,ECO,581C,Feedback for other students:,1478,4.88
1144,ECO,581E,Seminars,1480,5
1144,ECO,581E,Papers; Reports; Problem Sets; Examinations,1480,0
1144,ECO,581E,Readings,1480,0
1144,ECO,581E,Overall Quality of the Course,1480,5
1144,ECO,581E,Feedback for other students:,1480,5
1144,ECO,581F,Seminars,1481,5
1144,ECO,581F,Papers; Reports; Problem Sets; Examinations,1481,5
1144,ECO,581F,Readings,1481,5
1144,ECO,581F,Overall Quality of the Course,1481,5
1144,ECO,581F,Feedback for other students:,1481,4.67
1144,ECO,581H,Seminars,1483,5
1144,ECO,581H,Papers; Reports; Problem Sets; Examinations,1483,5
1144,ECO,581H,Readings,1483,5
1144,ECO,581H,Overall Quality of the Course,1483,5
1144,ECO,581H,Feedback for other students:,1483,4.75
1144,EEB,301,Lectures,1522,3.76
1144,EEB,301,Papers; Reports; Problem Sets; Examinations,1522,3
1144,EEB,301,Readings,1522,3.47
1144,EEB,301,Precepts,1522,3.9
1144,EEB,301,Overall Quality of the Course,1522,3.86
1144,EEB,301,Feedback for other students:,1522,4.05
1144,EEB,308,Lectures,1525,3.22
1144,EEB,308,Papers; Reports; Problem Sets; Examinations,1525,3.11
1144,EEB,308,Readings,1525,3.78
1144,EEB,308,Precepts,1525,4
1144,EEB,308,Overall Quality of the Course,1525,3.33
1144,EEB,308,Feedback for other students:,1525,3.67
1144,EEB,311A,Lectures,1529,3.88
1144,EEB,311A,Papers; Reports; Problem Sets; Examinations,1529,3.5
1144,EEB,311A,Readings,1529,3.68
1144,EEB,311A,Precepts,1529,3.79
1144,EEB,311A,Overall Quality of the Course,1529,3.79
1144,EEB,311A,Feedback for other students:,1529,3.89
1144,EEB,314,Lectures,1534,3.53
1144,EEB,314,Papers; Reports; Problem Sets; Examinations,1534,3.24
1144,EEB,314,Readings,1534,3.39
1144,EEB,314,Laboratories,1534,4.74
1144,EEB,314,Overall Quality of the Course,1534,3.89
1144,EEB,314,Feedback for other students:,1534,4.32
1144,EEB,320,Seminars,1537,4.2
1144,EEB,320,Papers; Reports; Problem Sets; Examinations,1537,4
1144,EEB,320,Readings,1537,4.4
1144,EEB,320,Overall Quality of the Course,1537,4.2
1144,EEB,320,Feedback for other students:,1537,4.25
1144,EEB,324,Lectures,1540,4.5
1144,EEB,324,Papers; Reports; Problem Sets; Examinations,1540,4.33
1144,EEB,324,Readings,1540,3.67
1144,EEB,324,Laboratories,1540,5
1144,EEB,324,Overall Quality of the Course,1540,4.5
1144,EEB,324,Feedback for other students:,1540,4.5
1144,EEB,328,Lectures,1542,4.56
1144,EEB,328,Papers; Reports; Problem Sets; Examinations,1542,3.33
1144,EEB,328,Readings,1542,3.83
1144,EEB,328,Laboratories,1542,3.89
1144,EEB,328,Overall Quality of the Course,1542,4.22
1144,EEB,328,Feedback for other students:,1542,4.67
1144,EEB,332,Lectures,1543,3.22
1144,EEB,332,Papers; Reports; Problem Sets; Examinations,1543,3.63
1144,EEB,332,Readings,1543,3
1144,EEB,332,Overall Quality of the Course,1543,3.38
1144,EEB,332,Feedback for other students:,1543,3.63
1144,EEB,338,Lectures,1546,4.67
1144,EEB,338,Papers; Reports; Problem Sets; Examinations,1546,4.44
1144,EEB,338,Readings,1546,4
1144,EEB,338,Overall Quality of the Course,1546,4.89
1144,EEB,338,Feedback for other students:,1546,4.89
1144,EEB,346,Lectures,1548,4.8
1144,EEB,346,Papers; Reports; Problem Sets; Examinations,1548,4.5
1144,EEB,346,Readings,1548,4.25
1144,EEB,346,Laboratories,1548,4.5
1144,EEB,346,Overall Quality of the Course,1548,4.9
1144,EEB,346,Feedback for other students:,1548,5
1144,EEB,521,Seminars,1568,4.5
1144,EEB,521,Papers; Reports; Problem Sets; Examinations,1568,2
1144,EEB,521,Readings,1568,0
1144,EEB,521,Overall Quality of the Course,1568,4.5
1144,EEB,521,Feedback for other students:,1568,5
1144,EEB,522,Seminars,1569,3.5
1144,EEB,522,Papers; Reports; Problem Sets; Examinations,1569,0
1144,EEB,522,Readings,1569,0
1144,EEB,522,Overall Quality of the Course,1569,4.2
1144,EEB,522,Feedback for other students:,1569,4.67
1142,HIS,438,Readings,12499,4.83
1142,HIS,438,Overall Quality of the Course,12499,4.83
1142,HIS,438,Feedback for other students:,12499,5
1142,ECS,455,Seminars,12500,4
1142,ECS,455,Papers; Reports; Problem Sets; Examinations,12500,4.17
1142,ECS,455,Readings,12500,4.17
1142,ECS,455,Overall Quality of the Course,12500,4.5
1142,ECS,455,Feedback for other students:,12500,4.67
1142,POL,467,Seminars,12501,3.7
1142,POL,467,Papers; Reports; Problem Sets; Examinations,12501,3.8
1142,POL,467,Readings,12501,3.8
1142,POL,467,Overall Quality of the Course,12501,3.56
1142,POL,467,Feedback for other students:,12501,3.8
1142,HIS,566,Seminars,12509,5
1142,HIS,566,Papers; Reports; Problem Sets; Examinations,12509,4.86
1142,HIS,566,Readings,12509,4.71
1142,HIS,566,Overall Quality of the Course,12509,5
1142,HIS,566,Feedback for other students:,12509,5
1142,ECO,326,Lectures,12512,3.77
1142,ECO,326,Papers; Reports; Problem Sets; Examinations,12512,3.73
1142,ECO,326,Readings,12512,4.1
1142,ECO,326,Precepts,12512,4.08
1142,ECO,326,Overall Quality of the Course,12512,4.05
1142,ECO,326,Feedback for other students:,12512,4.13
1142,MUS,318,Classes,12522,4.33
1142,MUS,318,Papers; Reports; Problem Sets; Examinations,12522,4.25
1142,MUS,318,Readings,12522,5
