termid,courseid,title,prof_string,all_listings_string,area,prereqs,descrip
"1164","010699","Religion and Culture Workshop","Jessica Delgado","REL 522","","REL 521.","A weekly  year-long workshop devoted to the critical discussion of research in progress in the ethnographic  historical  and normative study of religion and culture. Designed for dissertation writers receiving fellowships from the Center for the Study of Religion and post-doctoral fellows. Note: REL 521 (fall) and REL 522 (spring) constitute this year-long workshop. In order to receive credit and/or a grade  students must take the course both semesters."
"1164","008025","Introduction to Movement and Dance","Aynsley L. Vandenbroucke","DAN 209","LA","","Designed for people with little or no previous training in dance  this class is a mixture of movement techniques  improvisation  choreography  observing  writing and discussing. Using tools from Laban Movement Analysis  students investigate their own movement patterns and delve into many facets of dance and the cultural questions surrounding it. We explore the role of dancer  choreographer  audience member  and critic in relation to such topics as aesthetic questions  politics  identity  religion  and complex views of the human body. We also look at movement and embodiment in our daily lives."
"1164","001197","Characterization of Materials","Nan Yao","MSE 505","","","A multidisciplinary course offering a practical introduction to techniques of imaging structure and compositional analysis of advanced materials. Focus on principles and applications of various characterization methods. Covered topics include AFM  SEM  TEM  XRD  EDX/WDX  EELS  Raman  Ellipsometry  Confocal Microscopy  sample preparation and image processing  etc. Hands-on experience is emphasized."
"1164","013436","Causal Inference and Research Design (Half-Term)","Yu Xie","SOC 597","","","In this course we explore and critique methods for conducting causal inference in the social sciences. These methods are drawn from a wide variety of disciplines  including economics  sociology  statistics  education  psychology  and epidemiology. We cover quasi-experimental and observational research designs from causal inference perspectives."
"1164","008308","Fundamentals of the Geosciences","Tullis C. Onstott","GEO 505","","","A survey of fundamental papers in the Geosciences. Topics include present and future climate  biogeochemical processes  igneous petrology  mantle structure  sedimentology  seismicity and polar environmental and geological processes  including glaciology."
"1164","008107","Portfolio Theory and Asset Management","Motohiro Yogo","FIN 515","","FIN 501 and FIN 522..","Covers a number of advanced topics related to asset management and asset pricing. Topics include mean-variance analysis  CAPM  APT  market efficiency  delegated money management  stock return predictability  bubbles and crashes  social interaction and investor behavior  security analysts and investor relations  and mutual fund performance and organization."
"1164","013073","What is the Euro Crisis Really About? Political and Economic Perspectives","Anne-Laure Delatte","ECO 373","SA","ECO 100 and ECO 101 required.","Since 2010  European countries have faced sequential crisis episodes which have generated serious social deterioration  fiscal imbalances and fragmented financial markets. Should euro be considered as an experiment that failed? How has Greece which weighs less than 5% of the Eurozone GDP put all the system at risk? Can this crisis be overcome? The euro crisis is arguably an interesting intersection of economics  politics  and current affairs. This course combines international macroeconomic theory and political science analysis to explain the crisis and draw lessons on monetary regimes beyond the specific event under study."
"1164","006875","Planning Theory and Process","David N. Kinsey","WWS 533 ARC 535","","","Introduction to the theory and practice of planning. Analysis and discussion are devoted to planning models  planning decisions  and alternative planning roles. Focused study of comprehensive and strategic planning  community participation  new urbanism concepts  equity concerns  and planning at local  regional  and state levels."
"1164","004409","Tonal Syntax","Juri Seo","MUS 206","LA","MUS 205.","Counterpoint in the style of Johann Sebastian Bach."
"1164","009541","Topics in Science  Technology and Environmental Policy - Energy Policy and Energy Technologies","Fabian Wagner","WWS 586 ENE 588","","","Energy is central to addressing major challenges of the 21st century. This course reviews and analyzes national and international energy policies and policy options in view of : (a) available and emerging technologies  (b) environmental challenges  (c) economic and political constraints. Students will encounter a variety of policy assessment methods and tools  and apply them in the context the following thematic clusters: fossil fuel resources ; energy efficiency ; distributed energy and renewables ; transportation and mobility ; nuclear energy ; R & D  subsidies and diffusion."
"1164","000334","Architecture Design Studio","Alejandro Zaera-Polo","ARC 506","","Two vertical studios are required for all M.Arch. students. Three-year M.Arch. students are required to complete Digital Media Workshops before entering the Vertical Studio sequence..","Vertical Design Studios examine architecture as cultural production  taking into account its capacity to structure both physical environments and social organizations. Projects include a broad range of project types  including individual buildings  urban districts and landscapes."
"1164","002500","Photonics and Light Wave Communications","Paul R. Prucnal","ELE 454","","","This course provides a working knowledge of the components comprising fiber-optic networks  which form the backbone of today's communication networks  including the global internet  4G wireless  home access (e.g.  FiOS)  and data center networks. The operation of lasers  fiber optics and optical routers will be discussed  as will current applications such as fiber to the home  the broadband wireless-optical interface  all-optical switching  signal processing and computing  and security in fibers. The course provides hands-on lab experience with fiber measurements and splicing  and frequent visits to the fiber optics lab and demonstrations."
"1164","012668","Graphic Design: Typography","David W. Reinfurt","VIS 215 CWR 215","LA","","This studio course introduces students to graphic design with a particular emphasis on typography. Students learn typographic history through lectures that highlight major shifts in print technologies and through their engagement in studio design projects. Class readings provide the raw material for hot metal typesetting in the letterpress print shop  photo-typesetting in the mechanical paste-up studio  and state of the art typesetting and design software in the digital computer lab. Overall  the workshop synthesizes hands-on graphic design skills with aesthetic awareness and a critical vocabulary."
"1164","002087","Senior Independent Work (B.S.E. candidates only)","David P. Dobkin Robert S. Fish Thomas A. Funkhouser Alan Kaplan Jianxiong Xiao","COS 498","","Open to qualified juniors if they have already taken COS 398. BSE candidates only..","Provides an opportunity for a student to concentrate on a \"state-of-the-art\" project in computer science. Topics may be selected from suggestions by faculty members or proposed by the student. The final choice must be approved by the faculty advisor."
"1164","009974","Latin: An Intensive Introduction","Robert A. Kaster","LAT 103","","","This is an intensive introduction to the Latin language: LAT 103 covers the material of LAT 101-102 in a shorter time through increased class time. Students completing the course will be prepared to take LAT 105."
"1164","008013","Directed Research II","William A. Massey","ORF 510","","","Under the direction of a faculty member  each student carries out research and presents the results. Directed Research II has to be taken before the General Exam."
"1164","001191","Materials Science and Engineering","Winston O. Soboyejo","MSE 301","","Calculus  physics  and chemistry. Course will expect some level of organic chemistry; students to carry out some basic derivation of equations. Freshmen should speak with course instructor for approval to enroll..","An introduction to the structure and properties of important current and future materials  including metals  ceramics  semiconductors  polymers and composites. Emphasis will be placed on the phase behavior  processing of materials  and how the structure of these materials affect their physical  mechanical  electrical and thermal properties."
"1164","013555","Medicine and Society in Contemporary Cuba","Adrian Lopez-Denis","LAS 363 ANT 387","SA","This class will be offered in Havana  as part of the Princeton in Cuba Program. For more information  see: http://www.princeton.edu/oip/sap/programs. Fluency in Spanish..","This course will approach human encounters with disease and wellness in contemporary Cuba from the point of view of medical anthropology. It will be based on the notion that understanding how Cuba achieves its impressive public heath indicators requires the study of both policies from above and practices from below."
"1164","003418","Gilded Age and Progressive-Era United States  1877-1920","Rebecca A. Rix","HIS 377","HA","PDF option not available to History concentrators.","This course introduces key themes in U. S. history from Reconstruction to 1920. We explore changing understandings of individual rights and the role of the federal government in protecting liberty and equality; industrialization  the modern business corporation  and changing labor conditions; local self-government and civil society; westward and colonial expansion; the challenges posed by urbanization and immigration; the \"New South;\" Populism; Progressivism; reform experiments; modernism; and World War I. Period film screenings and campus Gothic architecture tour optional."
"1164","001301","Pro-Sem in Chinese & Japanese Studies - A History of Money in East Asia from Antiquity to the Early 20thC","Federico Marcon","EAS 502","","","General seminar dealing with the problems and possibilities of research peculiar to the fields of East Asian Studies. This year  the topic is a history of money in East Asia from antiquity to the early twentieth century."
"1164","001801","Advanced Heat and Mass Transfer","Clifford P. Brangwynne","CBE 505","","","A survey of modeling and solutions methods for processes involving heat and mass transfer. Topics will include convective and diffusive transport  conservation equations  scaling principles and approximation techniques  forced convection  multi-component energy and mass transfer as well as buoyancy and turbulent driven transport."
"1164","009324","American Museums: History  Theory  and Practice","Anne McCauley","ART 368 AMS 368","LA","Art majors should have had at least one 300-level course in the Dept. of Art and Archaeology. Students majoring in history  anthropology  public policy  and American Studies with an interest in cultural studies and museum work are particularly welcome..","Museums are privileged places where material artifacts from the manmade and natural world are preserved  shown  studied  classified  and refashioned into narratives about our past  amusements for our leisure hours  and models for our future. Why did these institutions appear and what do they say about our values and selective/collective memories? Through readings  field trips  meetings with museum staff  and practical exercise  students will explore the history of American museums (art  ethnographic  natural history  material culture) and the challenges that they confront in an increasingly multi-cultural and digital age."
"1164","013483","Islands In The Sun: Caribbean Literature","Tao L. Goffe","AAS 320 ENG 363 AMS 384","LA","","From the \"Chigro\" henchmen of James Bond's Jamaica to Edwidge Danticat and Junot Diaz's Haitian  Dominican Caribbean collusion  to the ethics of all-inclusive resorts in the Caribbean and offshore banking  this seminar explores the islands through their literature  films  photography  and the music of Mighty Sparrow and Bob Marley. More than simply a vacation paradise  at the center of the Caribbean is the legacy of European colonialism  African enslavement  and Indian and Chinese indenture. Students will produce a seminar soundtrack  selecting relevant songs each week  which will be mixed into a collective track as part of the final."
"1164","001264","Early Modern Japan","Federico Marcon","EAS 321 HIS 321","HA","","This course provides an introduction to the history and culture of Japan in the seventeenth through the late nineteenth centuries. This was the age of samurai rule  in which many elements of modern Japanese culture took familiar form. It was also the time when the roots of Japan's emergence as a modern state were laid."
"1164","012635","Peacemaking","William L. Nash","WWS 313 POL 468","SA","","This seminar will assess the history  objectives  and effectiveness of international peace operations including peacemaking  peacekeeping  peace enforcement  and peacebuilding efforts. Informed by current and recent operations in places such as the Balkans  Africa  and the Middle East  the class will assess progress by the international community in its ability to respond effectively to the political  economic  and social transitions in post-conflict societies. The seminar will also study the development of U.S. policy toward peace operations."
"1164","001209","Creative Writing (Literary Translation)","Jhumpa Lahiri","CWR 206","LA","Students apply by submitting a writing sample of 3-4 pages of translations and a paragraph describing their interest in the author(s) included in the sample  noting any previous experience with the genre. No prerequisites. Application deadline is November 22  2015..","Practice in the translation of literary works from another language into English supplemented by the reading and analysis of standard works. Criticism by professionals and talented peers encourages the student's growth as both creator and reader of literature. Students must be fluent in their chosen language."
"1164","013533","Violence as Metaphor: The 1916 Uprising in Dublin","Fintan O'Toole","ENG 324 THR 328","LA","No specific knowledge of modern Irish history is required  as there will be an introductory orientation. Students will  however  need to be comfortable both with historical method and with the use of aesthetic and literary texts. The nature of the course is cross-disciplinary  using primary historical sources  witness statements  novels  poems  plays and visual materials..","A hundred years ago  an armed group of Irish nationalist rebels took over public buildings in Dublin  declared a Republic and held out for a week against the British army. They had little public support and the leaders knew that they had no chance of military success. Yet  after those leaders were executed  the Rising was embraced as a ritual of sacrifice  the most effective piece of public theater yet staged. In this course we look at what happened in Easter Week  1916  how it was imagined at the time and how it was later reflected in drama  in poetry and in fiction."
"1164","013015","The Economics of Health Policy in Developing Countries","Jeffrey S. Hammer","WWS 407 ECO 407","SA","","Early death is arguably the worst manifestation of poverty in developing countries. Much of this premature death  and the low quality of life that goes with it  is avoidable with well conceived and executed public policy. Setting priorities for what government (and well-meaning outsiders) should do with very limited means requires hard choices-matters of life and death. The choices are limited both by the severe resource constraints in poor countries and constraints of and constraints of effective implementation of programs. This course focuses on how economic reasoning can help inform effective policy."
"1164","011410","Special Topics in Contemporary Practice - Body and Thought: Performance for Actors and Dancers","Tracy E. Bersley Susan S. Marshall","DAN 304 THR 321","LA","Students must have completed at least one studio course in either dance or theatre. Freshmen and others who have not met this prerequisite may seek instructor's permission..","Beyond spoken text and physical action  is the all-important performance of a work. How something is done is as crucial as what is done. This course encourages you to push your limits and range as mover  dancer and/or actor. Exercises support the practice of clear intention  committed choice-making  embodied character  physical response and the ability to modulate the intensity of action and emotion. You will perform dance and theater repertory scenes and perform your own works that fully utilize your ability to join thought  experience and action. Readings and viewings on contemporary artists of dance/physical theater support studio work."
"1164","013088","The Psychology of Environmental Decision Making","Sander L. van der Linden","ENE 561 WWS 586","","Junior and Senior undergraduate students please contact Instructor with the appropriate form..","An introduction to the field of behavioral science and how it is used in practice to study and change how people make decisions about environmental problems. We explore how people psychologically understand and process environmental risks and how such perceptions influence behavioral decision-making. Students explore the social-psychological foundations of pro-environmental values  attitudes and norms and how to design public policy interventions to improve environmental decision-making. Public understanding of science and behavioral strategies for effective environmental science communication and engagement are also discussed."
"1164","003206","German Literature after 1945 - Ingeborg Bachmann und Susan Taubes -- Literatur und Philosophie nach","Sigrid Weigel","GER 519","","","A comparison of contemporaries  whose oeuvres show many parallels although their lives differ greatly  who never met but were partly in contact with same people (e.a. Scholem  J. Taubes): German writing Bachmann (1926 Klagenfurt - 1973 Rome) and English writing S. Taubes (1928 Budapest -1969 New York  exiled in 1939). Against the backdrop of the intellectual climate in post-war Europe  U.S.  and Israel  the reading includes the novels Malina (1971) and Divorcing (1969)  selected poetry and prose  the dissertations and essays on philosophy (e.g. Heidegger  Wittgenstein  Simone Weil)  and correspondence (with P. Celan  H.-W. Henze  J. Taubes)."
"1164","013435","Text as Data: Statistical Text Analysis for the Social Sciences (Half-Term)","Brandon M. Stewart","SOC 592","","","A survey of approaches to statistical text analysis with a focus on applications in the social sciences. The course covers supervised learning  clustering  topic modeling and scaling."
"1164","004159","Honors Linear Algebra","Aurel Mihai Fulger Mark W. McConnell","MAT 217","QR","","A rigorous course in linear algebra with an emphasis on proof rather than applications. Topics include vector spaces  linear transformations  inner product spaces  determinants  eigenvalues  the Cayley-Hamilton theorem  Jordan form  the spectral theorem for normal transformations  bilinear and quadratic forms."
"1164","002391","Fracture Mechanics","Winston O. Soboyejo","MAE 562 MSE 540","","","This course covers the basic topics including energy balance  crack tip fields  toughness  toughening  and subcritical cracking mechanisms. Fracture processes are then examined as they occur in some modern technologies  such as advanced ceramics  coatings  composites  and MEMS and biomechanical/biomedical systems. The course also explores fracture at high temperatures and fatigue processes."
"1164","010545","Economic Perspectives on Inequality (Half-Term)","Dean E. Spears","WWS 590 ECO 581","","","Economics is centrally concerned with models of human capital development  educational attainment  labor market dynamics  unemployment  labor turnover  job duration  wage setting institutions  the role of unions  human capital formation  the relationship between economic status and other aspects of well-being (including health). Economists are essential partners in the behavioral study of preferences and decision making  mobility and redistribution  and the institutions of industrial relations that govern the labor market."
"1164","001443","Game Theory","Marek G. Pycia Juan Pablo Xandri","ECO 514","","","This course will provide a broad treatment of game theory and its applications  particularly in economics. Coverage will include such topics as: common knowledge and rationality  refinements of Nash equilibrium  auctions  bargaining  mechanism design  dynamic games  and reputation. This follows up on the introduction to game theory provided in the microeconomic sequence."
"1164","002445","Graduate Seminar in Mechanical & Aerospace Engineering","Clarence W. Rowley","MAE 598","","","A seminar of graduate students and staff presenting the results of their research and recent advances in flight  space  and surface transportation; fluid mechanics; energy conversion; propulsion; combustion; environmental studies; applied physics; and materials sciences. There is one seminar per week and participation at presentations by distinguished outside speakers."
"1164","000491","Intermediate Arabic II","Nancy A. Coffin  Tarek F. Elsayed","ARA 107","","ARA 105 or Permission Of Instructor..","Study of Arabic grammar and syntax  and use of the language in functional contexts. Reading of extra material from articles  newspapers  short stories. Discussions are held in Arabic to enhance students' speaking skills."
"1164","003952","The Origins of Rome: Livy and Vergil","Timothy Barnes","LAT 108","","LAT 105 or Permission of Instructor..","We will read selections from Livy and Vergil  the masters of prose and poetry respectively in the period of Augustus. Our objectives are: to develop the ability to read Latin with greater ease and enjoyment; to improve sight-reading skills; to experience the artistry of Latin prose and poetry; and to examine some of the questions associated with the Romans' interpretation of their history."
"1164","010824","Visions of Paris","André Benhaïm","FRE 317","LA","FRE 207 or Permission of Instructor..","A study of Paris as urban space  object of representation  and part of French cultural identity. Topics include Paris in the Ancien Régime; Revolutionary and Napoleonic Paris; the transformation of Paris in the 19th century; Paris as a site of European art and literature; modern and multicultural Paris in the 1900s; and challenges in the new millennium. Prerequisite: a 200-level course in French or instructor's permission. One 90-minute lecture  one 90-minute preceptorial."
"1164","002846","Beginner's French II","Vincent Chanethom  Meghan L. Gottschall","FRE 102","","FRE 101 or Permission of Instructor. No credit is given for FRE 101 unless FRE 102 is successfully completed..","The main objective of this course is to enable you to achieve intermediate communication proficiency in French. All four skills: listening  speaking  reading and writing will be actively practiced in realistic communicative situations  through a variety of activities designed to help you strengthen newly acquired vocabulary and grammatical structures. You will learn to talk about events and people  construct narratives in French and develop reading and writing skills that will be a foundation for literacy in the target language. There is a wide use of authentic material from France and the Francophone world throughout the course."
"1164","013514","Human Rights in China","Rory Truex","FRS 162","SA","","See website"
"1164","000997","Oil to Ozone: Chemistry of the Environment","François Morel Anne M. Morel-Kraepiel","CHM 333 ENV 333 GEO 333","STN","CHM 202 or CHM 204 or equivalent. (Consult instructor.).","The chemical background of environmental issues. Topics include energy and fuels  global change  ozone  air pollution  chemistry of natural waters  pesticides  and heavy metals."
"1164","009558","African American Literature: Harlem Renaissance to Present","Kinohi Nishikawa","AAS 359 ENG 366","LA","","A survey of twentieth- and twenty-first century African American literature  including the tradition's key aesthetic manifestos. Special attention to how modern African American literature is periodized and why certain innovations in genre and style emerged when they did. Poetry  essays  novels  popular fiction  a stage production or two  and related visual texts."
"1164","005956","The Religions of China","Stephen F. Teiser","REL 226 EAS 226","EM","Open to students who have not taken prior courses in Religion or Chinese studies..","A thematic introduction to the history of Chinese religion. Topics include cosmology  ancestors  gods  mythology  ethics  shamanism  divination  gender  and mortuary ritual. Readings drawn from a wide range of sources  including sacred scriptures  philosophical texts  popular literature  and modern ethnography."
"1164","007259","Advanced Questions in Photography","Deana Lawson","VIS 411","LA","VIS 211  212  213  219  315 or 316.","This studio class will examine the intersection between actual photographic documents and the processes involved in their making  from constructed psychological textures to lighting and lenses. Classroom discussions and lectures will focus on the work of artists who manipulate their images in subtle and overt ways  such as Miroslav Tichy  Collier Schorr  Oliver Chanarin and Adam Broomberg  and Sharon Lockhart. Students will be expected to engage in research and discussion on these topics as well as produce a substantial body of work for presentation and final critique."
"1164","006674","The Literature and Culture of Spain and Colonial Latin America: Medieval  Renaissance  and Baroque","Ronald E. Surtz","SPA 300 LAS 300","LA","A 200-level SPA course..","A study of the formation of a literary tradition in Spain through the close reading of selected texts in several genres from both Spain and colonial Latin America."
"1164","013122","Race and Politics in the Age of Obama","LaFleur N. Stephens","POL 344 AAS 344","SA","","This course examines various political controversies that surround the role of race in American society. These controversies and issues affect public opinion  political institutions  political behavior  and salient public policy debates. Thus this course will assess and evaluate the role of race in each of these domains while also examining this historical antecedents. Special attention will be devoted to the nature of contemporary racial attitudes  given the election of the nation's first black president."
"1164","000976","General Chemistry II","Garnet K. Chan Robert P. L'Esperance","CHM 202","STL","This course is a continuation of CHM 201; also open to CHM 207 students. Students must have an AP score of at least 4 ","Continuation of 201. Principles of chemistry; introduction to chemical bonding and solid state structure; chemical kinetics  descriptive inorganic chemistry; laboratory manipulations  preparations  and analysis. Fulfills medical school entrance requirements in general chemistry and qualitative analysis. Three lectures  one class  one three-hour laboratory."
"1164","013599","A Gendered History of the Avant-Garde: Bodies  Objects  Emotions  Ideas","Alessandro Giammei","ITA 305 COM 375 GSS 308","HA","No knowledge of Italian language is required. All the linear texts will be provided in English. Students may choose to read part of the texts in the original language (Italian  French  German). Freshmen are welcome..","An investigation on modern and post-modern experimentalism focused on gender issues and gendered perspectives. The main object of analysis will be Italy  from futurism to the current revivals of vanguardism  but a variety of trans-national and international voices will substantiate the historical landscape. We will address a number of case studies and their socio-cultural contexts: from aviatrixes and futurist women to the bodies of surreal metamorphic creatures in paintings and stories  to neo-avant-garde movements in the Sixties and Seventies  to post-punk books  non-textual literature  and audio/video-poetry."
"1164","009048","Democracies at War","Patricia L. Kennedy","WRI 177","","","See the Princeton Writing Program website."
"1164","001448","Advanced Econometrics: Nonlinear Models","Kirill Evdokimov Michal Kolesár","ECO 519","","","This is half of the second-year sequence in econometrics methodology (ECO 513 is the other). The course covers nonlinear statistical models for the analysis of cross-sectional and panel data. It is intended both for students specializing in econometric theory and for students interested in applying statistical methods to statistical data. Approximately half of the course is devoted to development of the large-sample theory for nonlinear estimation procedures  while the other half concentrates on application of the methods to various econometric models."
"1164","000995","Inorganic Chemistry: Reactions and Mechanisms","Jeffrey Schwartz","CHM 408","STN","","Structure-reactivity correlations for inorganic complexes will be emphasized. Ligand substitution and electron transfer processes will be presented. The course will highlight applications of inorganic and organometallic chemistry to areas of current interest to both organic and inorganic chemists. These areas will include organic synthesis  \"redox\" reactions  catalysis  and materials. Prior completion of a full year of organic chemistry is required for enrollment."
"1164","001065","Elementary Chinese II","Shutan Dong Xiang Lu Jing Wang Yunjun Zhou","CHI 102","","CHI 101 or permission of the Instructor..","Continuation of Chinese 101. To develop basic competence in understanding  speaking  reading and writing Mandarin Chinese."
"1164","002725","Poetics - 19thC English and American Poetry: New Tools  New Archives","Meredith A. Martin Meredith L. McGill","ENG 563 MOD 527","","","Histories of 19th-C poetry are generally keyed to books and anthologies--breakthrough volumes  collected works  and influential collections. Yet a great deal of this poetry was printed in or supported by the circulation of periodicals  creating dynamic poetic cultures that were provisional  collaborative  and transatlantic. In this course we tackle head-on what the new availability of these resources means for the study of British and American poetry. How might the digitization of magazines  newspapers  and print ephemera change canonical literary histories?"
"1164","007203","Elementary Turkish II","Nilüfer Hatemi","TUR 102","","TUR 101 or Permission of Instructor..","Familiarity with all grammatical aspects of Modern Turkish. Reading text of moderate difficulty; developing communicative skills: ability to comprehend and engage in daily discourse; ability to write short compositions."
"1164","005213","Physics of the Universe - Origin & Evolution","Paul J. Steinhardt","PHY 563","","","The course is the first of a two-semester survey (along with PHY 564) of fundamental concepts which underly contemporary cosmology. The first semester focuses on the nearly homogeneous evolution of the universe including the standard big bang picture  inflationary cosmology  dark matter  and the possibility of present-day accelerated expansion. The second semester focuses on the late stages in the evolution of the universe  when gravity results in the growth of large-scale structure  perturbations in the cosmic microwave background  gravitational lensing and other non-linear phenomena."
"1164","006712","Seminar in Golden-Age Literature - Passing Identities in Early Modern Spain","Christina H. Lee","SPA 538","","","The concealment of one's birth rank  ethnicity  and/or gender was a strategy that allowed access to social spaces that would otherwise not have been accessible to certain subjects. On the other hand  the awareness that impersonators were secretly disrupting the natural social order contributed to heightened anxieties among those who felt threatened by social infiltration. This course examines the representation of the phenomenon of \"passing\" and its responses in the literature of Golden Age Spain. Readings will include more established literary works as well as lesser known books of jokes  treatises  and official discourses."
"1164","002733","Introduction to Critical Theory - Phenomenology","Gayle Salamon","ENG 572 HUM 572 MOD 528","","","Phenomenology is a tradition concerned with how the world gives itself to appearances. It is also a method  committed to perpetual beginning as a way of apprehending the world and our place in it. This course is an introduction to this philosophy of continual introductions. We begin with Edmund Husserl  then consider how phenomenology transforms as it is articulated by Merleau-Ponty  Heidegger and Levinas. We explore the treatment of language and literature in this tradition  and in the latter half of the course read contemporary phenomenology engaging questions of gender and sexuality  race  environmental justice and mass incarceration."
"1164","011646","Topics in Theory and Practice of Anthropology: (Half-Term) - Proposal Writing","João Biehl John W. Borneman Elizabeth A. Davis Carol J. Greenhouse Serguei A. Oushakine Carolyn M. Rouse","ANT 522","","","This six-week course explores the different elements of putting together a proposal for external funding. It is co-taught by members of the anthropology department. We will explore 1) how to formulate a question  2) relation of question to theory  3) relation to existing scholarship  4) significance  5) budget  and 6) coherence."
"1164","010659","Water  Energy  and Ecosystems","Kelly K. Caylor","CEE 307 EEB 305","STL","MAT 201.","This three-week course  offered as part of a four-course study abroad semester  takes place at Princeton University's Mpala Research Centre in central Kenya. The course will provide an introduction to the principles of hydrological sciences through the development and application of instrumentation for characterizing surface/subsurface hydrological dynamics in field settings. Lectures and field activities will address the theory of operation  design  and implementation of methods used to quantify hydrological patterns and processes."
"1164","004967","Systematic Ethics - Selected Topics in Ethical Theory","Thomas M. Hurka","PHI 524","","","Selected topics in Ethical Theory."
"1164","009046","Fantastic and the Real  The","Andrew M. Hakim","WRI 176","","","See the Princeton Writing Program website."
"1164","006471","Contemporary Sociological Theory","Lynn S. Chancer","SOC 502","","","The aim of this course is to familiarize students with work in contemporary sociological theory that has had a major impact on empirical research in the U.S.  or holds untapped potential for such impact. We will focus especially on bodies of theory relevant to large tracts of the discipline. Rather than attempt a survey  we will read in depth select theoretical texts that together illustrate the heterogeneity and richness of the field."
"1164","000753","Laboratory in Plasma Physics","Samuel A. Cohen","AST 562","","","Develop skills  knowledge  and understanding of basic and advanced laboratory techniques used to measure the properties and behavior of plasmas. Representative experiments are: cold-cathode plasma formation and architecture; ambipolar diffusion in afterglow plasmas; Langmuir probe measurements of electron temperature and plasma density; period doubling and transitions to chaos in glow discharges; optical spectroscopy for species identification; microwave interferometry and cavity resonances for plasma density determination; and momentum generated by a plasma thruster."
"1164","011340","Greek History - Methods and Problems","Nino Luraghi","CLA 520 PAW 520 HLS 521","","","A comprehensive introduction to central topics and methods of Greek history  offering a chronological overview of periods and significant developments; a survey of research tools and specialized sub-disciplines (e.g.  epigraphy and numismatics); as well as important theoretical approaches to the study of the past (e.g.  positivism  or the Annales School)."
"1164","013111","What is the Scientific Revolution?","Jennifer M. Rampling","HIS 294","HA","PDF option not available to History concentrators.","Something \"happened\" to science between 1450-1750. The sun replaced the earth at the center of the cosmos  Europeans encountered new worlds and new peoples  and heaven and earth shook to the impact of new technologies like telescopes and heavy artillery. Yet how much was really new? Did all these changes merge into one phenomenon that we can call \"the scientific revolution\"? And were there many such revolutions- or could the very idea be a modern invention? From optics and anatomy to alchemy and magic  this course will ask exactly how natural knowledge was shaped  challenged and exploited between the late Middle Ages and the Enlightenment."
"1164","009705","Southeast Asia's Global History","Michael F. Laffan","HIS 342 EAS 342 NES 343","HA","","This course aims to provide an introduction to Southeast Asia and its prominent place in global history through a series of encounters in time; from Marco Polo in Sumatra to the latest events in such buzzing cities as Bangkok  Jakarta and Hanoi. For the early modern period we will read various primary sources  before turning to consider a series of diverse colonial impacts across the region (European  American and Asian)  and then the mechanisms underpinning the formation of some of the most vibrant  and sometimes turbulent  countries on the world stage."
"1164","001404","Corporate Finance and Financial Institutions","Yuliy V. Sannikov","ECO 363","SA","ECO 310 and ECO 362.","This course investigates the financing decisions of companies and financial institutions in the wider context of the workings of financial markets. Topics include capital budgeting  capital structure choice  risk management  liquidity  corporate governance  and the interactions between corporate finance and the workings of financial institutions and markets."
"1164","013549","Cultures of Imperialism: Britain  the United States  and the Middle East","David L. Minto Sara D. Pursley","HIS 406 AMS 406 GSS 406 NES 426","HA","","Viewing culture as a technology and battleground of imperialism  this course explores transitions and overlaps between European and American empire in the Middle East through a cultural lens. Parsing the pursuit of hegemony by Western actors  it also tracks resistance to cultural domination on the ground. Imperial culture is formed by and produces power asymmetries  with effects felt both in the region and at home. We will test that proposition by attending to Orientalism  Americanization  anticolonial acts  spies and counterinsurgency  oil culture  humanitarian appeals  developmental interventions  sexual politics  and the War on Terror."
"1164","013441","Other Encounters: Theoretical Approaches to Representation","Steven Chung","EAS 579","","","This seminar facilitates an elementary encounter with theoretical writings about art  literature and the writing of history. The collection of readings is not meant to be comprehensive  but is intended to establish familiarity with and foster discussion of major works that have shaped and revised our notions of representation. We move from study of major theoretical traditions such as deconstruction and new historicism to readings in nationalism and postcoloniality to a broad reflection on ¿area studies¿ as an academic discipline."
"1164","012550","Climate Change  Adaptation and Urban Design","Guy J.P. Nordenson","ARC 519","","","Climate change adaptation is a pressing and difficult challenge to urban design  ecological and engineering planning theory and practice. It is clear that architects  planners  engineers and designers have an important role to help cities contend with climate adaptation. This seminar reviews the general state of science and practice of climate change and adaptation with a primary focus on the United States. It looks to the work of Frederick Law Olmsted for some of the theoretical basis of developing an approach to climate adaptation that is democratic and progressive and evaluate the impediments which restrict change."
"1164","002084","Special Topics in Computer Science - Introduction to Deep Learning","Yingyu Liang","COS 495","","COS 340.","This course is an elementary introduction to a machine learning technique called deep learning (also called neural nets)  as well as its applications to a variety of domains  including image classification  speech recognition  and natural language processing. Along the way the course also provides an intuitive introduction to basic notions such as supervised vs unsupervised learning  linear and logistic regression  continuous optimization (especially variants of gradient descent)  generalization theory and overfitting  regularizers  and probabilistic modeling."
"1164","008950","Constraint in Modern European Fiction & Poetry","David M. Bellos","COM 559 FRE 558","","","A study of 20th century writing in European languages relying to some degree on the principle of constraint or 'strict form'. Queneau  Calvino  Mathews  Perec  Roubaud and other members of Oulipo will constitute the central focus  but depending on students' linguistic competences works by e.g.  Harig  Kharms  Nabokov  Cortazar may be included. Attention is focused on underlying principles as well as on practice and product."
